Full Name,Nurse Number,Nurse Type,Pay,1(Monday),2(Monday),3(Monday),4(Tuesday),5(Tuesday),6(Tuesday),7(Wednesday),8(Wednesday),9(Wednesday),10(Thursday),11(Thursday),12(Thursday),13(Friday),14(Friday),15(Friday),16(Saturday),17(Saturday),18(Saturday),19(Sunday),20(Sunday),21(Sunday),22(Monday),23(Monday),24(Monday),25(Tuesday),26(Tuesday),27(Tuesday),28(Wednesday),29(Wednesday),30(Wednesday),31(Thursday),32(Thursday),33(Thursday),34(Friday),35(Friday),36(Friday),37(Saturday),38(Saturday),39(Saturday),40(Sunday),41(Sunday),42(Sunday)
Dwight Hardy,1,Licensed Practical Nurse,60000,0,0,1,2,2,0,1,0,1,0,0,0,0,0,2,2,2,0,0,0,1,0,1,1,1,2,0,1,0,1,0,2,1,1,0,1,1,2,1,2,2,2
Shari Elliott,1,Surgical Nurse,78000,2,1,2,1,2,0,2,0,0,2,1,0,2,2,2,1,0,0,0,1,2,2,0,2,0,2,1,0,0,1,0,2,1,0,1,2,1,2,2,0,1,2
Pearl Corina,1,Health Informatics,95000,2,1,0,1,0,0,0,1,0,2,0,2,0,1,1,1,2,0,0,0,1,2,0,0,1,1,2,2,2,1,0,2,1,2,2,0,0,0,0,2,1,1
Lowell Dirk,1,Health Informatics,95000,1,1,0,1,1,2,0,1,1,0,1,1,2,0,1,2,0,0,1,2,2,0,2,0,1,1,2,2,2,2,0,0,0,0,2,1,0,1,1,2,1,0
Bernardo Gisele,1,Nurse Anesthetist,160000,1,2,1,0,1,2,0,1,0,1,0,2,1,0,0,0,0,0,0,2,0,1,1,1,2,0,1,1,1,1,2,2,0,0,0,0,1,2,1,2,1,0
Clay Winfield,1,Nurse Practitioner,100000,0,2,1,1,1,1,1,0,0,1,1,2,0,2,2,0,0,2,0,0,1,0,0,1,2,0,1,2,1,1,2,1,1,1,1,0,1,0,0,0,1,2
Natalie Skylar,1,Neonatal Nurse,88000,2,2,1,1,0,1,2,1,2,2,0,2,1,1,2,1,2,1,1,2,1,2,1,0,1,1,1,0,2,1,2,2,1,2,1,1,0,0,0,1,2,1
Joe Joan,1,Nursing Management,93000,0,2,1,0,0,1,2,0,0,0,2,2,1,0,1,0,0,1,1,2,2,1,2,2,2,0,2,2,2,1,2,1,2,0,1,0,0,2,2,2,2,0
Willie Thomas,1,Clinical Nurse Specialist,97000,2,2,0,0,2,2,1,2,2,0,2,1,0,0,2,0,2,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,1
Donal Allison,1,Licensed Practical Nurse,60000,0,2,1,2,0,2,0,1,0,2,0,2,1,0,0,2,0,1,2,2,0,1,1,0,0,0,2,2,1,2,0,1,1,2,0,2,1,0,2,2,2,1
Hillard Abigail,1,Surgical Nurse,78000,2,0,1,1,2,2,0,0,1,0,1,0,1,1,0,1,1,1,2,2,2,1,2,2,1,1,2,2,1,0,2,0,1,0,1,1,0,1,2,1,1,0
Judi Joanna,1,Mental Health Nursing,72000,0,0,1,0,0,0,1,2,2,2,0,1,1,1,2,0,2,2,0,0,2,0,2,2,0,1,1,0,0,2,1,0,1,2,2,0,2,1,2,0,2,2
Keith Alden,1,Gerontological Nursing,72000,0,0,0,2,2,0,0,2,0,1,0,2,0,0,1,0,2,2,2,1,0,0,2,2,0,1,2,2,0,0,1,0,0,2,2,0,2,2,0,0,2,0
Evie Loyd,1,Labor and Delivery Nurse,90000,2,0,0,2,1,1,0,0,1,1,0,2,1,1,1,0,0,2,2,0,0,1,0,1,0,1,2,1,2,0,0,2,2,1,2,0,0,1,2,2,1,2
Herman Houston,1,Nurse Midwife,91000,0,0,2,0,1,2,1,1,0,1,1,0,0,1,0,1,0,2,1,1,2,0,0,0,2,1,2,1,0,2,1,1,2,2,0,0,0,1,1,0,1,0
David Germaine,1,Surgical Nurse,78000,0,1,2,0,2,0,1,1,1,2,1,1,0,1,1,0,1,1,2,1,2,1,1,1,2,0,2,1,1,1,0,0,0,1,0,1,0,2,1,1,2,0
Mazie Trish,1,Licensed Practical Nurse,60000,0,2,1,1,1,0,1,2,1,1,1,0,1,0,2,2,0,0,1,2,0,1,1,2,1,1,2,1,0,0,2,2,0,2,1,2,0,2,2,2,1,2
Ramsey Parrish,1,Nursing Management,93000,0,1,1,0,0,1,2,2,2,0,1,2,1,0,0,0,2,0,2,1,2,2,2,1,1,1,2,0,0,2,1,1,1,2,2,2,0,1,1,2,0,0
Nellie Reva,1,Occupational Health Nursing,73000,0,2,2,1,2,2,2,2,1,2,0,1,2,1,2,1,1,0,1,1,0,0,2,1,0,0,2,2,2,2,2,0,1,2,0,2,1,1,1,1,2,1
Clinton Rosamond,1,Nurse Practitioner,100000,1,1,2,1,2,1,1,0,0,2,1,0,2,0,1,0,1,1,1,1,2,2,2,2,0,1,0,0,1,2,1,1,2,1,0,2,0,1,0,2,1,1
Sharif Leslie,1,Licensed Practical Nurse,60000,2,1,2,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,2,0,2,2,2,1,0,2,2,0,2,0,1,0,2,0,1,2,1,0,0,0,2,1
Andy Kitty,1,Labor and Delivery Nurse,90000,2,1,2,1,1,1,2,2,0,0,2,1,2,0,1,0,0,1,2,0,0,2,2,1,0,2,1,0,2,2,0,1,0,2,2,2,0,0,2,0,1,1
Delilah Homer,1,Surgical Nurse,78000,0,0,2,1,2,0,2,2,1,1,0,2,0,1,0,0,2,0,0,1,1,1,1,1,0,1,0,0,2,0,1,1,1,2,1,1,0,2,0,0,0,0
Rebeca Deandra,1,Nurse Midwife,91000,2,0,2,0,1,0,0,1,0,2,2,1,2,2,1,2,2,0,1,2,0,1,1,1,1,2,0,1,0,1,1,0,0,0,2,1,0,0,0,2,1,2
Harry Elisa,1,Occupational Health Nursing,73000,0,0,0,1,0,2,0,2,0,2,2,1,2,1,2,1,1,1,2,2,0,1,1,1,2,2,0,0,2,1,2,0,1,1,0,0,2,0,1,0,2,0
Oris Audra,1,Labor and Delivery Nurse,90000,0,1,0,1,2,2,0,0,2,2,2,1,2,1,0,1,1,2,1,2,2,0,1,0,2,2,1,1,1,2,2,1,0,0,1,0,2,1,0,1,1,1
Ona Britni,1,Nurse Educator,70000,1,1,1,2,2,2,1,2,2,2,1,0,2,0,2,1,2,0,1,2,2,0,0,1,0,1,2,2,0,0,1,2,1,0,0,0,1,2,0,0,2,0
Brooke Annmarie,1,Occupational Health Nursing,73000,0,1,1,2,0,0,2,2,0,0,1,1,2,2,2,2,2,1,1,0,1,2,0,1,0,0,0,1,1,0,2,0,2,2,1,1,2,2,1,1,2,1
Tracy Janis,1,Dialysis Nurse,74000,2,0,0,0,2,1,2,0,0,1,1,2,2,0,2,0,0,1,2,1,1,2,1,2,2,2,2,1,2,2,1,0,1,1,1,2,1,0,2,0,0,1
Boris Alfredo,1,Gerontological Nursing,72000,1,0,0,0,0,1,0,1,0,0,2,2,1,1,1,2,2,1,0,1,1,2,2,1,2,1,2,1,2,2,1,2,2,1,0,2,0,2,1,2,2,1
Stewart Esmeralda,1,Neonatal Nurse,88000,0,2,2,2,0,0,1,2,0,1,2,1,0,0,2,2,2,1,1,0,0,2,1,0,1,1,0,1,0,2,2,0,2,2,1,1,0,1,2,1,0,1
Sean Frankie,1,Nursing Assistant,40000,1,0,0,0,2,2,1,1,1,1,0,2,0,2,1,0,1,0,2,0,0,2,2,1,0,0,1,1,2,1,2,2,2,0,0,0,0,2,2,0,0,0
Barbara Bailey,1,Registered Nurse,75000,2,2,1,0,0,1,0,2,1,1,0,0,1,0,2,0,2,1,0,2,1,0,2,1,2,1,2,2,1,1,1,0,2,2,1,1,0,1,1,1,0,2
Jo Paulette,1,Registered Nurse,75000,0,0,0,0,1,1,0,1,1,0,1,0,0,1,2,0,2,2,0,1,2,2,2,0,1,2,1,2,1,0,2,1,2,2,0,1,0,2,2,0,1,1
Adeline Cristina,1,Registered Nurse,75000,2,0,1,1,0,2,2,1,0,1,0,1,0,2,2,0,2,0,2,2,2,0,0,2,1,1,2,1,1,1,0,2,1,1,1,1,2,2,0,2,2,2
Park Mitchell,1,Clinical Nurse Specialist,97000,1,2,1,0,0,0,2,1,2,0,2,2,1,1,1,1,2,1,2,1,0,1,0,2,1,1,0,1,0,2,1,1,2,0,2,1,2,2,1,1,0,0
Murray Markus,1,Nurse Practitioner,100000,2,0,2,2,2,0,2,0,1,2,2,0,2,2,2,1,0,0,1,2,1,1,0,1,2,1,0,2,0,1,2,1,0,1,2,2,0,2,2,1,1,0
Carson Cameron,1,Clinical Nurse Specialist,97000,1,1,2,1,2,1,0,0,1,0,1,0,2,0,1,1,1,2,1,0,0,2,0,2,0,0,0,2,2,1,0,1,2,1,1,1,1,2,0,2,0,2
Marion Lana,1,Nurse Practitioner,100000,2,1,0,1,1,1,2,2,0,1,0,0,0,2,0,2,2,0,2,0,0,1,1,1,1,0,0,2,0,2,2,0,2,2,2,2,1,2,1,2,2,2
Nereida Ike,1,Nurse Anesthetist,160000,0,1,1,2,2,1,1,1,0,2,2,2,0,1,1,0,0,1,1,1,1,0,1,1,2,0,0,2,0,1,0,1,1,1,1,0,2,1,0,2,1,2
Jeanna Jules,1,Critical Care Nurse,85000,1,0,1,0,1,0,0,1,1,0,2,2,2,0,0,1,2,0,2,1,2,1,0,1,1,2,2,0,0,1,2,1,2,2,1,2,1,2,1,1,2,0
Miguel Cruz,1,Nursing Management,93000,0,2,2,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1
Derick Green,1,Nurse Practitioner,100000,0,2,2,0,2,2,0,2,0,1,2,1,0,0,2,0,1,0,2,0,0,0,1,0,0,2,1,0,1,0,1,2,0,2,0,1,1,0,2,0,1,0
Johnny Kaliyah,1,Mental Health Nursing,72000,0,0,0,2,2,2,0,2,0,1,1,0,0,1,2,1,2,2,1,2,0,0,1,0,1,1,0,1,2,1,1,2,2,2,0,1,2,0,1,0,2,1
Roman Rosalie,1,Health Informatics,95000,1,1,2,1,0,1,1,2,2,0,2,2,2,0,1,2,1,0,2,0,2,2,1,1,2,2,2,0,2,1,2,2,2,2,2,1,0,0,1,1,0,2
Winston Eveline,1,Clinical Nurse Specialist,97000,2,2,0,2,1,2,1,2,0,0,1,1,0,1,2,0,1,0,2,1,2,1,2,1,0,1,0,1,1,2,0,1,2,0,1,2,2,0,0,1,0,1
Alphonso Richmond,1,Nursing Assistant,40000,2,1,1,0,1,2,0,2,2,0,1,0,2,2,1,2,1,0,2,1,2,2,0,0,1,2,1,1,1,2,1,2,1,1,1,0,2,0,1,1,2,1
Jane Dickie,1,Cardiac Nursing,80000,2,0,1,0,2,0,0,1,1,1,0,2,2,2,2,0,0,1,1,2,1,2,2,2,0,0,2,2,2,2,0,1,0,1,2,1,1,0,2,2,2,0
Ray Emil,1,Licensed Practical Nurse,60000,0,2,2,2,0,1,1,0,2,0,2,2,1,2,0,0,1,1,2,2,2,1,2,2,0,1,2,0,0,1,0,2,1,2,2,1,1,1,1,1,0,1
Kathrine Isabella,1,Critical Care Nurse,85000,0,2,0,1,1,0,0,2,2,2,0,2,0,0,2,0,1,2,0,2,1,2,0,2,0,1,2,2,1,1,1,0,1,0,0,1,0,2,0,1,1,1
Mack Emmanuel,1,Mental Health Nursing,72000,0,0,0,1,2,2,0,2,0,2,0,2,1,0,0,2,0,1,0,0,2,0,0,2,1,2,1,0,2,1,2,1,1,0,0,2,0,1,1,2,0,1
Hobart Cecelia,1,Clinical Nurse Specialist,97000,1,1,0,1,0,1,0,1,1,2,0,2,1,0,1,0,0,1,1,0,0,2,1,0,0,2,2,0,0,2,0,0,1,2,2,2,2,0,0,0,0,0
Leann Earnestine,1,Mental Health Nursing,72000,0,2,2,1,1,1,2,1,0,2,1,0,0,2,1,0,0,2,1,2,0,2,1,1,1,2,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
Ada Delano,1,Clinical Nurse Specialist,97000,2,2,1,2,1,0,0,2,0,1,0,2,1,1,2,0,0,0,2,0,1,0,0,2,0,2,1,0,1,0,0,1,2,1,1,1,2,1,0,1,1,0
Phillip Todd,1,Nurse Anesthetist,160000,2,0,0,2,0,0,1,1,1,2,0,0,2,1,1,1,0,1,2,0,2,1,1,0,0,0,2,1,2,0,2,1,1,2,0,2,2,2,1,0,0,0
Cindy Auther,1,Cardiac Nursing,80000,0,0,1,1,1,2,1,1,1,2,2,2,0,2,2,1,2,1,1,0,0,2,2,1,1,2,1,0,1,1,1,2,0,1,0,0,0,0,1,1,2,1
Gaylord Leonie,1,Labor and Delivery Nurse,90000,2,1,2,1,2,2,1,2,1,1,1,2,2,1,0,1,0,0,0,1,0,0,2,0,1,1,1,2,0,2,2,1,1,1,2,2,0,0,0,0,2,0
Irma Sibyl,1,Nursing Assistant,40000,0,0,0,1,1,1,0,2,2,1,1,2,0,2,2,0,1,1,0,0,1,0,0,2,1,0,1,0,2,1,1,0,1,0,2,0,2,2,1,2,2,1
Waylon Frieda,1,Labor and Delivery Nurse,90000,1,1,2,2,1,1,2,1,0,2,0,1,1,1,0,2,0,1,0,1,1,2,1,2,1,0,2,2,0,0,1,1,2,2,2,2,0,0,1,0,0,2
Loren Rosella,1,Registered Nurse,75000,2,2,1,0,1,0,1,1,2,0,1,0,0,0,2,2,1,2,0,1,2,1,2,0,2,2,1,1,2,1,2,1,1,0,1,0,2,0,2,2,1,2
Amos Margot,1,Occupational Health Nursing,73000,1,1,2,0,0,2,0,0,2,1,2,0,2,2,2,1,2,0,1,1,0,2,1,1,1,1,1,2,0,2,0,1,2,1,1,0,1,1,1,1,0,2
Quiana Milo,1,Mental Health Nursing,72000,0,0,1,0,0,2,0,2,1,2,2,1,1,2,0,1,2,1,1,0,2,2,1,1,2,2,0,1,0,0,2,2,1,0,2,0,2,1,2,0,0,0
Jana Winnifred,1,Public Health Nurse,65000,2,2,2,2,1,2,0,1,2,0,1,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,2,0,2,1,0,0,2,0,0
Brandan Lawson,1,Dialysis Nurse,74000,1,0,1,2,1,0,2,2,2,1,1,1,0,1,0,1,2,0,1,1,2,2,1,1,2,1,2,0,0,1,2,2,1,0,0,0,1,2,1,1,2,1
Emma Omar,1,Pediatric Nursing,68000,2,0,0,1,0,0,0,0,1,0,0,0,1,2,1,1,2,1,2,1,1,0,0,2,1,0,1,2,1,2,2,2,0,2,2,2,0,0,0,0,2,0
Charlene Elroy,1,Gerontological Nursing,72000,2,1,0,0,1,1,1,0,0,0,0,1,2,0,2,0,0,1,2,0,0,1,1,1,1,2,2,0,2,2,1,2,1,1,1,1,1,1,0,1,2,1
Barrett Alfonso,1,Occupational Health Nursing,73000,2,0,1,0,0,0,1,0,1,2,0,0,2,1,0,1,1,2,1,2,1,1,1,1,0,2,1,0,1,1,2,0,1,2,1,1,0,0,1,2,2,1
Frederic Roxann,1,Neonatal Nurse,88000,0,2,1,2,1,0,0,1,0,0,2,1,0,0,2,2,1,1,0,1,1,2,0,1,1,1,2,0,0,1,2,2,2,2,1,1,1,0,2,1,2,1
Dee Cecelia,1,Emergency Nursing,82000,1,2,0,0,1,1,1,1,0,1,2,0,2,2,1,0,0,2,1,1,2,0,1,2,1,0,0,2,2,2,2,1,1,2,1,0,1,0,0,1,2,2
Enid Nick,1,Clinical Nurse Specialist,97000,1,2,1,2,2,1,1,1,1,1,2,0,1,2,0,1,1,0,0,0,1,0,2,0,2,0,0,1,2,2,0,1,2,0,2,0,1,2,1,0,0,2
Will Trudi,1,Critical Care Nurse,85000,2,0,0,1,2,2,2,2,2,1,2,0,1,1,2,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,2,2,0,0,1,2,2,2,2,1
Rebeca Christopher,1,Nurse Anesthetist,160000,2,1,1,1,2,1,0,1,1,0,1,2,1,0,1,0,0,1,2,2,2,2,1,2,2,0,1,2,1,2,0,2,1,0,1,2,2,1,2,1,1,0
Maritza Bethany,1,Dialysis Nurse,74000,0,1,2,2,2,2,2,1,0,1,0,2,0,0,2,2,0,1,0,1,1,2,1,2,2,1,2,1,0,0,1,1,2,1,1,2,0,0,1,0,0,1
Alvaro Vito,1,Occupational Health Nursing,73000,0,2,2,0,1,1,0,0,0,1,0,2,1,0,2,2,1,1,2,2,0,2,1,2,1,0,1,2,1,0,2,1,0,2,1,2,2,2,1,0,1,2
Mona Catalina,1,Clinical Nurse Specialist,97000,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,2,0,0,1,1,0,0,2,2,0,1,1,1,2,1,0,2,0,1,1,2,1,1,1
Enos Elmer,1,Registered Nurse,75000,1,1,1,0,1,2,2,1,0,0,1,2,0,2,1,0,0,2,1,2,1,2,2,1,2,2,0,2,1,1,1,2,2,2,2,1,0,1,1,0,1,0
Leatha Calista,1,Cardiac Nursing,80000,2,2,2,1,1,0,0,2,2,2,1,1,2,0,0,2,0,2,2,2,1,1,0,2,2,1,2,2,1,0,2,2,0,0,2,2,0,1,1,0,2,1
Lorene Don,1,Dialysis Nurse,74000,1,1,2,2,0,0,0,2,2,2,0,2,1,0,1,0,1,2,0,2,2,1,2,0,0,1,2,1,1,0,1,0,1,1,0,1,1,0,2,1,0,2
Moises Lindsay,1,Mental Health Nursing,72000,2,1,1,2,1,1,2,0,0,1,2,1,1,1,2,0,1,1,1,2,0,1,0,2,2,2,2,2,0,2,2,1,2,2,2,0,0,1,1,2,0,2
Melva Catherine,1,Clinical Nurse Specialist,97000,1,0,1,1,0,2,0,2,1,2,1,1,2,2,1,0,0,1,1,2,0,2,1,0,2,0,0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,1
Tonia Boyce,1,Mental Health Nursing,72000,0,2,2,0,0,1,0,2,1,0,2,1,0,0,2,0,1,0,0,1,2,0,2,1,1,0,1,0,0,0,0,2,2,0,0,2,2,0,2,1,0,0
Darrell Ray,1,Nurse Educator,70000,1,2,2,1,2,0,0,1,1,2,1,1,2,0,0,2,0,0,0,1,1,0,1,1,2,2,2,0,2,1,1,0,2,1,1,1,2,0,0,0,0,2
Lulu Noble,1,Cardiac Nursing,80000,0,2,1,0,0,2,1,2,2,1,0,0,1,2,2,1,1,0,0,0,1,2,0,2,1,1,2,1,2,0,1,2,1,0,2,2,0,1,0,0,0,1
Ashlee Hortense,1,Emergency Nursing,82000,1,2,2,2,1,2,1,1,1,2,1,0,0,1,2,2,0,0,1,0,2,2,2,2,1,1,1,0,1,0,1,1,0,1,2,1,1,0,0,0,1,1
Mittie Jackie,1,Nursing Assistant,40000,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,1,1,2,0,1,1,2,1,1,1,0,0,2,0,1,2,1,1,0,0,1,2,0,1,2,0,0
Alyssa Delois,1,Cardiac Nursing,80000,1,0,0,0,1,1,1,1,2,2,0,1,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,1,2,0,1,0,0,1,2,2
Lynwood Vernell,1,Nursing Assistant,40000,1,0,1,0,1,1,0,0,1,0,0,1,2,1,2,0,2,0,0,2,1,0,0,0,1,0,0,0,0,1,0,2,1,2,0,0,2,0,0,0,1,1
Brittany Antoine,1,Nursing Management,93000,0,2,1,0,2,0,1,1,0,2,1,1,0,2,0,1,0,1,1,2,2,2,1,1,0,0,2,2,1,0,0,2,2,1,2,2,2,1,2,1,0,0
Gustav Sherry,1,Nursing Assistant,40000,1,2,2,2,0,0,1,2,1,0,0,2,2,2,2,0,0,0,0,0,1,0,2,2,0,2,1,1,1,1,2,2,0,1,1,1,1,0,2,1,0,2
Thora Winthrop,1,Dialysis Nurse,74000,1,1,0,1,2,1,1,1,2,2,2,2,2,0,0,2,0,0,1,0,0,2,2,1,1,2,2,0,2,0,2,0,1,2,0,2,1,2,0,2,0,2
Chris Malinda,1,Licensed Practical Nurse,60000,0,1,1,2,2,0,2,1,0,1,2,0,0,0,2,0,1,1,1,2,1,0,0,0,0,0,0,1,2,1,2,0,1,1,2,1,2,0,1,0,2,2
Danielle Davonte,1,Licensed Practical Nurse,60000,0,2,2,0,0,2,0,2,0,1,0,1,0,2,0,0,1,0,2,0,1,2,0,0,0,0,1,1,1,0,0,0,1,1,1,2,2,0,0,2,2,1
Merton Carson,1,Nurse Anesthetist,160000,0,2,0,1,0,1,1,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,1,1,1,0,2,2,1,0,0,0,0,1,2,0,2,1,0,1,0,0
Autumn Malissa,1,Nurse Midwife,91000,1,2,0,2,1,0,1,0,0,2,1,1,2,2,1,0,1,0,2,0,1,2,0,2,1,2,2,0,2,1,2,1,0,0,1,2,2,1,1,2,1,0
Tracy Amanda,1,Nurse Anesthetist,160000,1,0,0,1,2,0,1,1,1,2,0,1,0,2,0,2,2,1,1,1,1,0,1,1,1,2,0,0,2,1,2,1,0,1,1,0,2,0,1,0,0,2
Sula Danny,1,Cardiac Nursing,80000,0,1,2,1,1,2,1,1,1,1,0,1,1,2,1,0,2,2,0,0,1,0,0,1,2,1,1,1,0,1,1,0,1,1,2,2,1,2,1,0,0,1
Barrett Bertha,1,Dialysis Nurse,74000,1,1,1,1,0,1,1,2,1,1,2,0,0,0,1,1,0,2,1,1,2,2,1,2,2,1,1,0,0,0,0,1,1,2,1,2,1,0,1,2,1,0
Kia Patrice,1,Nursing Assistant,40000,2,0,1,2,1,0,2,2,2,2,1,2,1,1,1,2,2,1,1,0,0,0,2,1,1,1,0,0,1,2,0,2,1,1,2,1,0,1,0,0,2,0
Nikolas Blanca,1,Occupational Health Nursing,73000,0,2,0,0,1,0,2,0,2,1,0,1,0,2,1,1,1,1,0,0,1,2,0,2,1,2,1,2,2,1,2,2,1,2,1,1,0,0,1,1,1,2
Dallin Fredric,1,Dialysis Nurse,74000,1,0,1,2,2,0,2,2,0,0,2,0,2,0,1,0,0,1,2,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2,1,0,2,1
Emmanuel Bernhard,1,Occupational Health Nursing,73000,1,0,0,1,2,2,0,1,0,1,2,2,2,0,2,0,0,0,0,1,2,1,0,0,0,0,1,2,1,0,0,1,1,1,0,2,2,0,2,0,0,1
Derek Yvette,1,Mental Health Nursing,72000,2,0,1,2,0,1,0,0,1,1,2,2,2,0,1,0,1,1,2,2,0,1,2,1,1,2,0,1,0,2,0,1,0,0,2,0,1,0,2,0,0,1
Charleen Lacy,1,Emergency Nursing,82000,2,2,0,0,0,0,1,0,0,2,2,1,2,1,1,2,0,1,2,2,1,1,0,2,2,0,1,2,2,0,2,1,1,1,0,1,1,2,1,1,0,1
Newman Nick,1,Nursing Assistant,40000,2,0,0,2,0,2,2,1,0,0,1,0,1,0,0,2,1,0,1,1,2,2,0,1,1,2,1,1,1,0,2,1,0,1,0,2,0,0,1,2,2,1
Jill Jocelyn,1,Neonatal Nurse,88000,2,2,2,0,1,2,0,0,2,2,1,2,1,1,0,1,0,2,0,1,1,1,1,2,0,1,2,0,1,2,0,2,0,2,2,1,1,2,2,1,2,2
Delphia Robbie,1,Cardiac Nursing,80000,1,0,2,2,1,0,1,2,1,0,1,2,1,2,2,1,2,1,1,0,2,2,0,1,1,1,0,1,0,2,1,0,0,1,0,2,1,1,0,1,2,1
Blair Eddy,1,Critical Care Nurse,85000,2,2,1,2,1,0,2,0,0,2,2,0,2,1,2,2,2,2,2,0,2,0,2,2,0,1,0,0,0,0,2,2,1,2,2,1,0,2,2,2,1,0
Marcella Arnold,1,Critical Care Nurse,85000,1,1,0,1,2,0,2,1,1,0,0,2,1,1,2,2,2,0,2,2,2,2,0,2,2,2,2,0,1,2,1,0,2,0,2,1,0,1,1,0,2,1
Rosetta Clint,1,Pediatric Nursing,68000,0,2,0,2,1,1,1,0,1,2,0,0,1,0,2,2,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,1,2,1,0,1,2,0,0,1
Bobbi Gunnar,1,Mental Health Nursing,72000,2,2,1,0,1,1,1,2,1,2,2,0,1,0,2,0,0,1,1,1,2,2,0,2,1,0,2,2,0,0,1,0,1,1,1,1,2,1,2,0,0,0
Keenan Florine,1,Labor and Delivery Nurse,90000,1,2,1,1,2,0,0,1,1,0,0,2,0,2,2,0,2,2,2,0,0,1,2,0,0,1,1,1,0,0,1,2,0,2,2,1,2,2,1,2,2,1
Thea Leontine,1,Health Informatics,95000,1,1,1,0,0,0,1,2,0,0,2,1,1,0,0,0,2,1,1,2,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,2,0,2,1,1,1,2
Mattie Rhea,1,Health Informatics,95000,1,1,2,0,0,1,0,2,0,1,2,1,0,2,0,1,2,0,1,2,0,2,1,1,1,2,0,2,1,1,0,2,0,1,1,2,2,1,2,2,0,2
Winifred Ashleigh,1,Emergency Nursing,82000,1,2,1,1,1,2,2,0,0,1,0,0,2,0,1,0,0,1,1,1,0,1,1,2,1,1,0,2,0,0,0,2,0,2,2,2,0,1,2,0,1,1
Erich Garnet,1,Nursing Assistant,40000,2,2,2,0,1,2,0,2,0,0,2,2,1,0,1,1,1,1,2,0,2,0,1,1,2,2,0,1,1,1,1,2,2,2,0,2,2,0,0,2,1,2
Brooke Roy,1,Occupational Health Nursing,73000,0,1,2,0,0,2,2,0,1,0,1,1,1,1,0,1,2,2,1,0,1,0,0,0,0,2,0,1,2,0,2,2,0,1,0,0,1,2,1,2,0,2
Quinton Bryson,1,Labor and Delivery Nurse,90000,1,1,2,1,2,0,2,1,2,0,0,2,1,0,2,1,1,2,1,2,1,2,1,2,2,2,0,2,0,2,0,0,1,2,2,2,2,2,2,2,2,2
Elaine Dwaine,1,Cardiac Nursing,80000,0,2,0,1,0,1,0,2,1,2,1,0,1,1,2,2,2,2,2,1,1,2,0,0,1,1,1,1,2,0,1,0,1,1,0,0,1,2,1,2,1,0
Iva Denis,1,Nurse Midwife,91000,1,0,0,0,0,1,0,0,2,0,2,0,2,1,1,0,1,0,0,1,2,2,2,1,2,2,2,1,0,0,1,0,2,1,0,0,2,0,1,0,1,0
Omer Helen,1,Gerontological Nursing,72000,1,0,2,0,1,0,1,0,1,1,0,0,1,1,0,2,1,1,2,1,0,0,1,0,0,0,0,2,1,2,0,0,0,2,0,2,0,0,0,2,1,2
Issac Alvera,1,Registered Nurse,75000,1,1,1,0,1,0,2,0,1,1,1,0,0,1,1,2,1,1,1,0,2,0,2,2,1,0,0,1,0,0,1,2,0,0,2,0,1,0,1,0,0,1
Kiley Bobby,1,Labor and Delivery Nurse,90000,2,1,2,0,0,2,0,2,2,2,1,0,0,1,0,1,1,0,1,2,0,0,1,2,0,0,2,2,2,1,0,2,0,1,0,1,2,2,2,2,1,2
Elliot Nathanael,1,Neonatal Nurse,88000,0,2,1,2,1,2,1,1,0,0,0,2,1,2,0,1,0,1,1,0,2,0,1,1,0,0,1,1,1,2,0,0,2,0,0,1,0,1,2,2,0,0
Dolly Rex,1,Nurse Practitioner,100000,1,2,0,1,0,2,1,0,0,1,2,0,1,2,1,1,2,1,0,2,0,2,2,0,2,2,0,1,1,1,0,1,0,2,2,0,0,0,2,2,0,0
Winona Randal,1,Clinical Nurse Specialist,97000,1,2,2,0,1,2,1,0,2,2,1,2,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,2,0,1,2,0,0,1,0,2,1,1,0,1,0,0
Walter Grant,1,Nurse Practitioner,100000,1,0,1,0,0,1,0,1,0,2,1,0,0,0,2,1,2,2,1,0,2,1,1,0,2,1,2,2,1,1,1,0,1,2,1,1,2,1,1,2,0,1
Aron Rocky,1,Registered Nurse,75000,1,0,1,0,0,1,2,2,2,1,2,1,1,2,0,2,2,1,2,0,1,0,1,1,2,1,1,0,0,1,2,1,0,1,1,1,0,0,1,1,1,2
