Full Name,Nurse Number,Nurse Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Avery Julie,283,NA,1,2,0,1,1,1,0,2,1,0,1,2,2,0,2,1,0,2,0,2,1,1,2,0,0,0,2,2,1,1,0,1,1,1,0,0,2,0,1,0,0,0
Geraldine Pierre,284,NA,1,1,0,2,0,2,1,2,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,2,2,1,2,2,2,2,1,1,1,2,1,0,2,0,1,1,2,1
Lacy Oswald,285,NA,2,2,2,0,2,2,2,0,1,1,2,2,2,0,2,2,0,2,0,0,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,2,0,0,2,0,0,1
Bobbie Evans,286,RN,1,2,0,0,2,2,0,2,2,1,2,1,0,0,1,0,2,2,2,2,2,1,1,1,1,1,1,0,1,2,1,0,2,0,1,2,1,0,0,2,1,0
Petra Glenna,287,NA,0,2,1,0,1,1,2,1,2,1,2,0,2,0,2,2,2,1,1,0,0,2,1,0,2,1,2,0,2,1,2,1,1,1,0,2,1,1,2,2,1,2
Gaye Darion,288,LPN,1,0,0,2,1,1,2,1,2,0,0,0,2,1,0,1,1,1,2,0,1,1,2,0,1,0,0,0,2,0,1,1,2,1,0,1,1,0,0,1,0,1
Coby Christian,289,LPN,1,0,0,0,0,1,1,1,2,1,0,2,2,1,2,0,0,0,2,0,2,0,2,2,0,0,0,2,0,2,1,2,2,2,2,1,2,1,0,1,1,2
Westley Ursula,290,RN,1,0,2,1,2,2,1,2,1,0,1,2,0,2,2,2,1,1,0,0,0,1,1,0,0,2,1,2,0,0,1,1,1,2,0,2,0,2,2,0,0,1
Melina Nicolas,291,RN,0,2,2,0,2,0,2,2,1,2,2,1,0,1,1,0,2,0,1,1,2,1,2,1,0,2,2,1,0,2,0,1,1,0,2,1,1,1,1,0,2,2
Elisha Tim,292,RN,0,2,2,2,0,0,1,1,2,1,1,0,1,1,2,1,1,0,2,1,1,1,0,2,0,1,2,2,1,0,0,1,0,1,2,1,1,1,1,1,2,1
Ora Brett,293,NA,1,0,1,1,2,0,1,2,2,0,2,2,0,1,0,2,1,0,1,1,0,2,0,1,1,1,0,2,2,1,2,1,2,1,0,2,1,0,2,2,1,1
Jordan Tremayne,294,RN,1,2,2,1,2,2,0,2,1,2,1,1,0,1,2,0,2,1,1,1,0,2,2,1,2,2,2,0,2,1,1,1,2,1,2,2,1,0,1,1,2,2
Marie Madeline,295,RN,2,0,2,2,0,0,1,1,2,1,2,0,1,0,2,0,2,0,1,2,1,1,1,0,2,0,2,1,0,0,2,2,2,1,2,2,0,0,0,2,2,0
Quinn Justine,296,NA,1,0,0,2,2,2,1,1,2,1,1,2,0,2,0,2,1,0,2,1,2,1,1,2,0,2,0,1,0,0,1,0,1,0,0,0,1,2,0,2,2,2
Clair Stefan,297,LPN,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,2,0,1,1,1,0,1,2,2,2,2,2,2,1,0,2,0,1,2,2,1,1
Natalia Herbert,298,RN,0,2,0,0,0,2,1,2,2,2,0,1,0,1,2,0,0,1,2,0,1,1,1,0,2,2,0,2,1,2,2,2,0,1,0,2,1,1,1,2,0,1
Silvester Arturo,299,LPN,1,0,0,1,2,0,2,1,0,2,1,1,1,0,1,2,0,1,0,2,0,1,0,2,0,1,2,1,0,2,1,2,1,2,0,1,2,2,1,2,2,0
Roxane Ronnie,300,RN,2,0,2,1,2,0,1,1,1,0,2,0,0,2,2,0,1,1,2,1,0,2,0,2,0,1,1,2,2,0,2,2,1,0,1,1,0,2,1,1,2,1
Malia Clifton,301,NA,0,0,1,2,0,0,0,2,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,2,1,1,2,0,1,2,2,0,2,0,1,2,2,0,2,0
Theresa Nell,302,RN,2,0,2,1,0,2,1,0,2,2,1,0,1,1,0,1,2,2,2,2,0,1,1,2,2,2,2,1,0,2,2,0,0,2,2,2,2,0,2,2,1,2
Kelly Ken,303,LPN,2,1,0,1,0,2,2,2,1,2,2,1,1,1,0,2,0,1,0,1,1,2,2,0,0,2,2,1,2,1,0,2,0,1,2,1,2,2,2,0,1,2
Verdie Polly,304,NA,0,2,0,1,0,2,2,1,0,1,2,2,1,1,1,1,1,2,1,0,2,2,2,0,1,0,1,2,1,2,0,1,0,1,2,2,1,0,2,2,0,1
Brisa Catharine,305,RN,1,1,0,1,1,1,1,0,0,0,2,2,1,2,0,2,2,1,0,1,2,2,2,0,0,1,1,0,1,1,0,0,2,0,0,0,0,1,1,1,2,1
Nola Jeri,306,NA,1,0,2,0,1,1,1,1,2,1,0,2,1,0,0,2,1,2,1,0,1,2,2,1,0,0,1,2,1,1,0,1,1,2,1,1,1,0,1,2,1,0
Celia Jamie,307,LPN,2,0,2,0,2,0,0,0,2,0,2,2,1,1,2,1,1,0,1,2,1,1,1,1,2,2,0,0,0,1,2,2,0,2,1,0,0,1,1,0,2,0
Tracy Porfirio,308,NA,0,2,2,0,1,0,0,0,0,1,2,2,2,1,1,2,0,2,0,2,2,0,2,1,1,2,1,0,0,2,2,2,0,0,2,2,2,0,2,2,1,1
Lincoln Samantha,309,RN,1,0,1,1,2,2,1,2,2,0,0,1,0,2,1,2,1,1,2,2,1,0,2,2,0,1,0,1,0,2,0,1,2,1,2,1,0,0,0,1,1,0
Georgiana Adan,310,RN,1,1,0,0,2,0,0,1,1,2,0,1,2,0,0,0,2,2,2,0,0,0,1,2,1,1,0,0,2,2,2,2,0,0,1,0,2,2,0,1,0,2
Barton John,311,RN,1,0,1,0,1,1,0,0,2,2,1,1,1,1,1,2,1,2,1,0,2,2,2,1,2,1,2,0,0,2,2,2,1,1,2,1,2,0,2,0,0,2
Maureen Celestine,312,RN,2,1,2,0,2,1,0,0,1,2,0,0,1,2,0,0,1,0,2,2,2,0,0,1,1,2,0,0,1,0,2,0,1,2,1,1,2,1,1,1,1,0
Jon Guillermo,313,NA,0,2,2,0,0,1,1,2,1,0,0,1,0,1,1,1,2,1,2,0,2,2,1,0,1,0,0,1,0,0,0,0,2,0,0,2,0,1,1,0,2,2
Norris Cleta,314,LPN,1,2,1,1,2,0,1,2,1,2,0,0,0,1,2,0,1,2,0,0,2,2,0,2,1,1,2,2,1,1,1,1,0,1,2,1,2,2,2,2,0,2
Georgina Hudson,315,NA,1,1,1,0,2,0,1,2,1,2,2,2,1,2,2,2,0,2,1,1,2,2,1,0,1,1,1,2,2,0,0,1,1,1,0,0,1,1,0,2,2,1
Franklyn Keegan,316,RN,0,0,0,1,0,1,2,1,2,2,0,0,2,0,1,0,0,0,1,1,2,1,1,2,0,0,1,2,1,0,1,0,0,0,0,2,1,0,1,2,1,2
Linwood Christ,317,NA,1,0,0,0,0,1,0,2,0,2,1,2,2,1,1,0,2,0,2,0,2,0,1,2,2,1,0,2,0,1,1,0,2,2,0,1,2,1,2,0,2,0
Chester Bridgett,318,NA,0,1,1,0,2,0,2,0,2,2,1,2,0,0,0,2,2,2,0,1,0,1,2,2,2,0,1,0,1,1,0,1,2,1,2,0,1,0,1,1,2,1
Robert Shelby,319,LPN,2,2,2,0,1,0,2,1,2,1,1,2,1,1,0,2,2,0,2,2,2,1,2,1,0,0,0,0,2,2,1,0,0,1,2,1,2,1,1,2,2,0
Meyer Zora,320,RN,1,1,0,0,0,2,0,2,1,1,0,0,2,0,2,1,0,1,0,1,0,2,0,1,0,0,0,1,1,2,1,2,1,2,0,1,2,1,2,0,2,1
Thurman Iesha,321,LPN,0,1,1,2,2,1,1,2,2,0,2,2,1,1,1,2,1,0,0,2,2,0,0,1,1,2,0,2,2,0,0,0,0,1,0,0,2,2,1,1,0,1
Jackie Bertram,322,LPN,2,1,2,1,2,2,1,0,0,2,0,0,1,0,0,2,1,2,0,0,2,1,0,0,2,2,0,2,1,0,1,0,1,2,0,0,2,1,0,0,2,1
Wendy Dianna,323,LPN,1,2,2,2,0,0,0,0,2,1,2,2,1,2,0,0,1,0,1,0,2,1,2,0,1,0,1,0,2,1,1,1,2,1,1,1,0,2,1,1,1,0
Celeste Paula,324,LPN,0,2,2,2,1,2,2,1,2,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2,2,0,2,2,1,0,1,1,1,1,0,0,0,0,1,0,0
Nita Robin,325,RN,0,2,2,0,2,0,0,2,2,1,0,1,1,1,2,0,2,1,0,2,1,2,0,1,1,1,1,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2
Mac Eleonora,326,NA,0,1,1,1,0,1,0,2,1,2,2,2,0,0,0,2,1,0,1,2,1,0,1,0,1,2,1,2,0,1,1,1,2,0,0,2,2,2,1,1,2,1
Hank Shirley,327,NA,0,1,2,1,1,2,0,0,0,2,1,1,2,0,1,2,2,2,2,1,2,0,1,2,1,2,2,0,1,0,0,2,2,1,0,0,1,0,0,1,1,0
Pedro Franklyn,328,NA,1,2,0,2,2,0,1,0,2,0,2,2,1,1,1,0,0,0,1,0,0,2,2,0,1,0,2,2,0,0,0,0,0,2,1,1,2,1,1,2,0,2
Cora Herman,329,NA,2,2,2,2,1,1,0,0,0,0,2,0,0,2,2,0,1,0,1,0,2,1,0,0,0,2,0,1,2,1,0,1,2,0,2,0,1,0,0,0,2,1
Kenton Stacy,330,LPN,0,1,0,0,0,1,0,2,0,2,2,2,2,0,1,1,2,2,2,0,2,1,2,2,2,2,1,2,0,0,2,2,1,0,0,0,1,2,0,0,0,1
Carolina Dolores,331,NA,0,0,1,1,0,0,0,0,0,2,2,0,0,2,0,2,0,0,2,1,2,0,1,2,1,0,2,1,0,0,2,1,1,1,2,0,2,2,1,1,2,0
Dewitt Laura,332,LPN,2,2,0,2,1,1,2,2,0,2,2,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,2,2,0,1,0,1,2,0,2,2,1,1,1,2
Ernst Wilda,333,RN,1,2,0,0,0,2,1,2,2,2,1,0,0,2,2,2,0,2,2,2,0,2,2,2,2,2,0,0,0,1,0,2,2,2,2,2,0,0,2,0,2,1
Jewel Logan,334,LPN,1,2,2,0,2,1,0,0,1,0,1,0,1,0,0,1,2,2,2,2,1,0,2,2,0,2,2,0,0,2,0,2,2,1,0,1,2,2,2,2,1,1
Ellen Willie,335,LPN,1,0,1,1,1,0,1,2,2,0,0,1,0,0,0,0,2,2,2,2,1,2,2,2,0,0,0,2,0,2,1,0,0,0,1,2,0,1,2,0,2,2
Greg Seth,336,LPN,2,2,1,2,2,1,0,0,2,0,1,0,2,0,0,2,2,0,2,2,0,0,1,1,1,0,0,0,1,0,1,0,0,1,2,2,2,1,1,2,1,0
Theresa Rubye,337,NA,1,1,0,2,1,2,0,0,2,1,1,1,2,0,1,0,2,1,1,2,1,1,0,2,0,2,0,1,1,0,1,2,0,1,1,0,0,2,1,0,2,2
Wally Juanita,338,NA,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,2,0,0,1,2,1,2,1,2,1,0,2,0,2,2,2,1,1,2,1,0,2,1,2
Lue Luisa,339,NA,0,0,0,0,2,1,0,2,2,2,0,1,0,1,2,2,2,1,1,1,0,2,0,2,1,1,1,0,2,0,0,1,1,2,2,0,1,0,1,1,0,0
Lloyd Blanch,340,RN,1,0,2,0,0,1,2,0,1,0,1,0,0,0,0,1,2,1,0,2,0,2,2,0,0,2,2,0,2,1,2,1,1,1,1,2,0,2,1,1,0,1
Edith Celeste,341,NA,2,2,1,0,0,1,0,0,1,1,2,0,0,0,1,1,1,1,2,0,2,2,0,0,1,1,2,1,0,1,0,1,2,2,1,2,2,2,0,0,1,0
Heidi Sheryl,342,NA,2,2,1,2,2,0,2,2,0,1,2,1,2,2,0,2,1,2,2,1,2,1,1,1,0,0,2,1,1,2,0,1,0,1,0,0,1,0,0,1,2,0
Cole Georgina,343,LPN,1,0,1,2,1,1,0,2,1,0,2,0,2,1,2,0,2,2,2,0,1,0,0,2,0,1,0,0,2,0,0,2,1,1,2,0,0,2,1,0,2,2
Stevie Katharine,344,NA,1,0,0,2,0,1,2,2,1,0,1,1,0,1,2,1,0,1,1,0,0,2,1,0,0,2,2,0,1,1,2,1,1,1,1,2,1,2,0,1,0,0
Harvey Neal,345,LPN,2,1,1,0,2,2,1,0,1,2,0,2,0,2,1,2,0,1,0,2,0,1,2,2,1,1,1,1,2,0,1,0,1,1,1,0,1,2,1,0,0,1
Alex Vernice,346,NA,0,1,1,0,2,2,0,0,1,2,0,0,2,2,2,2,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,2,0,2,2,2,1,0,2
Lauretta Daisy,347,NA,1,0,2,2,1,2,2,2,1,2,2,2,0,0,0,0,1,2,0,0,0,1,0,0,2,2,1,1,1,1,2,0,2,0,1,1,1,0,1,0,2,1
Kaitlyn Fernando,348,RN,1,1,0,2,0,1,1,2,0,0,1,2,1,2,0,0,0,2,1,0,0,1,0,1,1,1,1,2,0,0,0,2,1,1,1,2,1,2,2,0,2,1
Yoshiko Emerald,349,LPN,0,2,0,2,1,1,0,0,1,0,1,0,1,2,2,0,0,0,1,2,2,2,2,1,0,2,0,1,2,1,1,2,0,0,0,0,2,0,2,1,2,2
Derick Mercedes,350,NA,2,0,0,2,1,2,1,2,2,1,0,2,0,1,1,0,1,1,0,1,2,2,1,1,1,0,0,2,2,2,2,1,1,2,2,1,0,0,0,2,0,0
Joanna Julianna,351,LPN,1,2,0,2,0,1,2,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,0,2
Wendi Geneva,352,NA,2,1,1,1,0,1,0,1,2,1,1,0,0,2,0,1,0,2,0,1,1,0,0,2,2,0,1,2,0,2,0,2,2,2,1,1,1,1,0,1,1,2
Stuart Jackson,353,LPN,1,1,2,1,2,0,2,2,1,2,1,2,2,0,1,2,2,1,1,1,0,2,0,2,0,1,1,0,0,2,0,0,0,2,0,0,1,1,1,1,0,2
Camilla Greta,354,RN,1,1,2,2,1,0,0,1,0,0,1,0,0,1,1,2,0,1,1,1,0,0,0,0,1,0,0,2,2,0,2,0,1,0,0,2,0,0,0,2,0,2
Addie Bradley,355,RN,1,0,2,0,2,0,1,1,1,1,2,2,1,0,2,2,0,1,1,2,0,0,1,1,0,1,1,1,2,2,2,2,1,0,2,2,2,2,1,1,1,1
Mamie Emilia,356,LPN,0,0,0,1,0,2,2,2,0,0,1,2,1,2,2,1,2,2,0,0,1,1,1,2,0,0,2,0,0,0,1,0,1,0,0,2,2,0,2,0,0,2
Augustus Monika,357,NA,2,1,0,1,1,1,0,2,1,1,0,2,2,1,1,2,0,2,0,0,2,2,1,1,1,2,2,2,1,2,0,1,2,0,0,2,0,0,2,2,1,0
Bruce Madison,358,RN,2,2,2,0,0,2,1,1,2,1,0,2,0,0,0,1,1,2,2,1,0,2,1,0,0,2,0,2,1,1,1,2,1,1,0,1,1,0,1,2,1,2
Fairy Darian,359,RN,0,0,0,1,2,0,2,1,2,2,1,0,2,0,0,0,2,1,0,2,0,1,1,2,2,2,2,1,1,1,2,2,0,0,2,0,2,0,1,0,0,0
Elijah Rashida,360,LPN,2,1,1,2,0,1,2,2,0,0,1,2,2,2,1,1,0,2,0,0,1,2,0,0,1,2,2,0,2,0,0,0,0,2,0,0,1,0,0,2,1,1
Malaki Abbie,361,RN,0,0,1,0,0,2,2,2,2,0,1,0,2,0,0,0,1,2,1,0,2,0,2,0,2,1,2,1,0,0,2,2,2,0,0,0,0,2,1,0,1,1
Cleo Willard,362,LPN,2,1,0,2,0,0,2,1,2,1,0,1,1,2,0,2,0,1,0,1,0,0,2,0,2,0,2,2,1,1,1,0,0,0,1,1,2,2,2,2,2,1
Levi Almon,363,LPN,1,1,1,2,2,2,2,2,2,2,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,0,2
Gary Muriel,364,NA,0,2,0,0,1,1,0,0,0,2,0,1,2,1,1,0,1,1,2,2,1,2,2,0,1,1,1,0,0,2,0,2,1,1,0,0,0,2,1,1,1,1
Ida Maryjane,365,RN,2,0,0,1,2,0,0,1,0,0,1,2,0,2,0,1,2,0,0,2,1,0,1,2,2,0,1,2,0,2,1,1,2,0,0,1,1,1,2,1,2,0
Ramiro Sylvia,366,RN,1,2,0,2,0,0,1,1,0,0,2,0,0,2,1,1,0,2,1,1,0,0,2,0,1,2,0,2,1,0,0,2,0,0,2,0,2,0,2,1,2,1
Tyshawn Enola,367,NA,0,0,1,0,2,2,2,2,0,1,2,2,2,2,2,2,1,0,2,2,1,1,0,0,1,2,1,2,0,1,2,1,0,0,2,2,1,1,0,1,1,2
Valentin Loren,368,RN,2,2,0,0,0,1,1,2,2,1,1,1,2,1,0,0,1,0,1,2,1,0,2,2,2,0,0,1,0,2,1,2,2,1,1,1,0,2,0,1,0,2
Reuben Daniel,369,LPN,2,1,2,1,0,2,1,2,1,1,1,1,2,1,1,0,1,1,2,1,0,2,0,0,2,2,1,2,2,0,0,1,1,0,0,1,2,0,1,1,2,2
Tressie India,370,NA,2,2,1,1,1,0,0,0,1,1,2,2,2,0,1,1,0,2,1,0,0,0,1,2,2,2,0,0,2,1,2,0,0,1,2,0,0,0,0,2,0,0
Meg Denver,371,RN,0,0,1,1,0,1,1,2,0,0,0,2,1,2,0,2,0,0,2,1,2,0,1,2,0,2,2,0,1,2,2,0,1,2,0,0,2,2,1,2,0,0
Isabel Ramona,372,NA,2,2,2,2,0,0,0,2,2,2,0,1,1,0,1,1,2,0,2,1,2,0,2,1,2,2,0,0,2,2,2,1,1,1,0,2,0,2,0,1,2,2
Louise Olga,373,LPN,1,2,0,2,2,2,0,0,2,0,1,1,2,1,1,0,1,1,0,1,1,2,1,1,0,0,2,2,0,0,0,1,2,2,2,2,1,0,2,2,2,0
Odelia Archie,374,NA,2,1,0,1,1,1,2,2,0,0,2,2,1,0,1,0,0,0,1,2,0,1,1,1,2,1,2,1,2,1,0,1,2,2,0,0,0,1,1,2,1,1
Francisca Taylor,375,NA,1,2,0,2,1,1,1,0,2,0,0,2,0,2,0,2,2,0,0,0,1,1,2,1,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,2,2
Nikki Tasha,376,RN,0,1,1,2,0,0,0,0,2,0,2,1,1,0,1,0,2,0,0,1,0,2,1,2,2,2,1,0,2,0,0,1,1,1,1,2,2,2,2,1,1,2
Lyman Jessie,377,NA,2,1,1,1,2,2,1,0,0,1,1,2,2,0,2,2,0,1,1,0,2,0,1,2,2,1,0,2,0,1,1,2,0,0,1,0,2,0,0,0,0,1
Olivia Marcia,378,RN,0,1,2,2,0,2,0,0,2,0,0,1,2,1,0,1,2,2,2,0,2,0,2,2,0,0,0,2,1,1,1,0,1,0,0,1,2,1,0,1,1,0
Gerri Ramona,379,NA,1,2,1,2,0,0,1,0,1,2,2,2,2,1,1,1,1,1,1,2,0,2,0,1,2,1,0,2,0,1,1,2,2,2,2,2,2,2,2,0,1,2
Dan Jettie,380,NA,1,1,1,1,1,2,1,0,0,0,1,1,2,0,1,2,2,2,0,1,1,0,2,2,1,2,1,1,1,2,1,0,2,0,2,0,1,2,1,2,0,1
Elois Brigitte,381,RN,1,0,1,1,2,0,2,2,1,2,2,0,2,2,1,0,2,2,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,2,1,0,1,1,1,1,2,1
Deion Richard,382,NA,1,0,0,1,2,2,0,0,0,1,1,2,0,2,2,1,2,0,0,1,2,1,1,1,1,2,0,2,2,0,0,0,0,1,1,2,2,0,2,2,1,0
Curtiss Colten,383,RN,1,0,1,2,0,2,0,2,0,1,0,2,0,1,2,1,2,0,0,1,0,1,0,2,0,0,2,2,1,2,1,1,2,2,2,1,1,2,0,2,0,0
Cherie Ernestine,384,NA,2,1,2,1,2,1,0,1,0,0,1,0,1,1,2,2,2,1,1,0,2,1,1,1,0,1,2,0,2,1,2,2,2,2,2,0,0,0,1,1,0,1
Anya Antonio,385,RN,2,1,2,2,2,2,1,0,0,0,1,0,1,2,0,0,0,1,0,2,1,1,0,2,2,0,2,1,0,1,1,0,2,1,2,1,2,2,1,2,0,0
Madison Willow,386,NA,1,1,2,2,1,2,0,1,1,2,0,2,1,1,2,1,1,0,1,0,1,0,0,1,2,2,0,0,0,2,2,2,0,2,1,0,0,2,0,0,2,1
Loretta Alana,387,RN,0,2,0,1,0,1,2,2,2,1,2,2,1,0,2,1,1,2,1,0,1,0,0,0,1,1,0,2,1,2,2,0,2,0,1,0,1,2,2,0,1,0
Ora Dee,388,RN,2,2,1,1,0,2,0,2,0,1,1,0,0,0,1,1,2,2,1,0,2,0,0,0,2,0,1,1,1,0,2,1,1,0,0,0,1,2,2,2,0,1
Elbert Lucious,389,LPN,2,0,1,0,2,1,0,0,1,1,1,2,0,2,0,1,2,2,0,1,1,2,0,0,0,0,2,0,2,1,0,1,0,2,1,2,2,2,2,2,0,0
Damon Elizebeth,390,LPN,0,2,0,0,0,2,1,0,1,0,2,1,0,0,1,0,1,2,2,1,2,2,2,2,1,1,0,2,2,2,0,0,1,2,1,2,1,0,0,1,0,2
Dayana Diego,391,RN,0,1,0,1,2,2,1,0,1,0,0,2,2,0,1,2,1,0,1,1,2,1,1,2,2,0,1,0,0,2,2,1,0,1,2,2,0,2,0,2,0,1
Reese Brady,392,NA,2,1,0,2,1,1,2,2,2,1,1,2,2,2,0,2,2,2,1,0,2,0,2,1,0,1,2,1,0,1,0,2,2,1,1,1,2,2,0,1,1,1
Earlean Ezra,393,RN,2,2,1,1,2,1,2,0,1,1,0,2,1,0,0,2,0,2,1,1,0,0,2,1,0,2,0,1,0,0,0,0,1,0,1,0,2,0,2,0,2,1
Claud Erich,394,LPN,0,2,1,1,0,2,1,1,0,2,0,1,2,1,1,2,2,1,1,2,2,0,0,0,1,2,1,1,1,2,1,2,2,0,0,0,1,2,1,0,2,2
Greyson June,395,NA,2,0,0,0,2,0,2,0,1,2,0,0,1,0,2,0,2,2,0,1,2,0,1,1,1,0,1,0,0,2,0,2,2,0,2,2,1,2,2,2,2,0
Artie Roscoe,396,RN,1,0,2,0,0,1,2,2,2,1,2,0,1,2,0,0,1,1,0,0,1,0,2,2,2,0,2,2,1,1,0,2,1,1,1,1,2,0,2,2,1,2
Elmira Anderson,397,NA,1,1,2,1,1,0,2,0,1,1,0,1,0,1,0,2,2,2,0,0,2,2,0,2,0,0,2,2,0,1,0,1,1,0,1,0,0,2,2,0,1,2
Adelle Casey,398,NA,0,0,2,1,0,2,2,0,2,1,0,0,1,0,0,2,0,0,0,2,1,0,0,0,1,1,2,0,1,0,1,2,0,1,1,2,1,2,2,2,0,2
Pamala Vern,399,NA,1,1,2,1,1,1,0,1,2,0,1,1,1,2,2,2,0,2,0,2,1,2,2,0,2,0,2,2,1,0,2,1,2,1,0,2,1,0,0,1,1,2
Kiyoko Lester,400,RN,1,0,0,0,1,1,0,1,1,1,2,2,2,1,0,0,1,0,2,1,2,2,1,0,1,2,2,2,2,1,0,2,2,2,1,2,2,1,0,0,1,2
Willie Adison,401,RN,1,0,1,2,1,0,2,2,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,2,0,1,0,2,0,0,2,1,1,1,0,1,0,0,2,0,0
Gay Lori,402,RN,2,1,0,2,2,1,2,1,2,1,1,0,1,2,2,2,1,1,1,2,1,0,0,1,1,0,2,0,1,2,2,0,0,2,0,2,0,2,2,0,0,1
Vivian Clara,403,RN,1,2,2,2,2,1,2,1,0,1,0,2,0,1,0,0,0,2,1,2,0,0,0,1,1,0,1,1,0,2,2,2,2,2,2,2,0,0,2,2,0,0
Joseph Athena,404,NA,0,1,1,1,1,1,1,2,0,1,0,1,1,2,0,0,0,2,0,0,1,0,0,2,0,2,0,0,2,1,1,2,2,1,2,0,0,0,2,0,0,1
Edmon Louella,405,LPN,2,2,2,1,1,2,1,1,1,1,0,1,1,1,1,0,1,2,1,2,0,1,2,2,0,2,2,1,1,2,1,1,1,1,0,0,1,0,2,0,0,0
Darrin Kesha,406,RN,0,2,2,2,0,0,1,2,0,0,0,2,2,2,2,1,1,2,1,1,2,0,0,1,1,1,2,1,1,2,1,0,1,1,2,0,0,1,2,1,0,1
Bennie Pete,407,LPN,0,0,2,2,2,1,1,2,2,1,0,0,2,0,0,0,2,1,1,2,1,0,2,2,1,0,1,2,1,0,0,2,0,1,0,2,1,2,1,2,1,1
Maggie Opal,408,RN,2,1,1,1,1,0,1,2,0,0,2,0,2,2,2,2,2,2,0,2,1,1,2,1,0,2,2,1,0,2,0,0,2,0,2,1,0,1,2,1,1,0
Delano Rebekah,409,LPN,1,2,2,2,2,0,2,0,1,0,0,1,0,1,1,2,2,2,1,1,1,2,0,2,0,1,2,0,0,2,2,2,0,0,1,1,0,2,1,2,2,0
Sammy Joyce,410,NA,2,0,2,1,1,2,2,0,1,0,0,0,0,2,2,2,1,1,0,2,0,1,2,1,2,0,0,2,0,2,1,0,0,2,2,2,1,0,2,0,2,1
Ari William,411,NA,0,0,1,0,1,0,1,1,0,2,2,2,1,0,1,1,0,2,1,1,0,0,1,0,0,0,1,1,2,2,0,1,1,1,0,0,0,2,1,0,2,0
Latricia Talon,412,RN,0,0,0,2,0,1,0,1,1,0,0,1,0,2,1,1,2,2,0,0,2,0,1,0,1,2,2,2,1,1,0,1,2,2,2,0,2,2,1,1,2,1
Charley Angela,413,LPN,1,2,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,0,1,0,2,2,1,0,0,2,0,0,1,0,2,2,1,2,0,0,0,2,2,2,2
Addyson Denver,414,RN,0,1,1,0,1,0,0,1,1,1,0,1,2,2,0,0,2,0,2,0,0,0,2,2,2,0,2,2,2,1,2,2,0,0,1,0,1,0,2,0,1,0
Holly Lenny,415,LPN,0,2,2,1,0,2,2,1,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,2,1,2,1,2,1,0,1,1,0,2,0,0,0,1,0,1,1,0
Guillermo Edmond,416,NA,1,1,1,1,2,0,2,1,1,1,0,2,0,2,0,1,0,2,0,2,1,2,1,2,0,0,2,1,1,1,2,1,1,0,1,0,0,1,2,0,2,2
Michelle Marie,417,LPN,1,1,2,0,1,2,2,1,1,2,1,0,0,0,2,1,2,2,0,0,0,1,0,2,2,1,0,0,0,2,0,1,0,2,1,0,2,2,1,1,2,2
Alec Jimmy,418,LPN,1,2,2,0,1,2,1,0,0,2,1,1,1,1,1,1,1,0,1,2,0,0,1,0,2,0,1,2,2,1,2,0,0,1,1,2,2,0,0,1,2,1
Victor Leroy,419,RN,1,0,0,2,1,1,2,2,0,1,2,2,2,1,0,2,0,0,2,2,2,0,1,0,2,0,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,1
Arnold Bernice,420,RN,0,0,1,0,2,2,2,1,1,2,1,2,0,1,0,0,1,1,2,0,0,2,0,0,0,2,1,0,2,2,2,2,2,2,1,2,1,2,1,1,2,2
Sol Mercedes,421,RN,2,2,1,1,0,1,1,2,2,2,0,1,1,0,0,2,2,0,0,1,1,2,1,0,0,1,1,1,1,2,2,2,1,0,0,1,1,0,2,0,0,2
Destiny Lenora,422,LPN,0,2,1,2,2,0,1,1,2,1,0,0,2,2,0,0,2,1,1,2,2,0,2,0,0,1,1,0,1,0,2,0,1,1,2,2,0,1,2,2,0,2
Lenore Josue,423,LPN,0,2,1,1,1,1,1,2,0,1,0,0,2,1,0,2,2,2,1,0,1,1,2,0,1,2,0,2,2,2,0,2,1,1,1,2,1,2,1,2,1,1
Abdul Augusta,424,LPN,1,1,2,1,2,2,2,1,1,1,1,0,1,2,2,1,0,1,0,2,1,0,1,2,0,2,1,0,0,0,2,2,0,1,0,2,0,1,2,0,2,0
