Full Name,Nurse Number,Nurse Type,Nurse Department,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
Claude Lonie,268,NA,Oncology,0,0,0,1,0,0,2,0,0,1,0,1,0,1,2,1,2,2,1,1,2,1,0,2,0,1,2,1,0,0,2,2,1,2,1,2,2,2,2,1,1,1
Betsy Berniece,269,RN,Pediatric,1,0,0,2,2,0,0,1,1,0,2,1,0,2,2,2,0,1,0,2,1,0,0,2,2,1,1,0,0,1,2,0,1,0,1,0,2,0,2,0,1,2
Kaiya Stanton,270,LPN,Surgery,1,1,2,0,0,0,2,1,2,1,1,2,2,2,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0,1,1,2,1,0,2,0,0,1,0,2,1,2
Vaughn Minnie,271,NA,Oncology,2,1,1,2,1,2,2,0,2,1,1,2,0,1,1,0,2,0,0,0,2,1,0,2,1,0,0,1,1,0,1,2,0,1,1,1,2,2,0,0,2,2
Jessie Lonnie,272,NA,Oncology,1,0,2,0,2,1,2,0,1,0,2,0,2,0,2,1,1,0,2,0,1,2,0,1,1,0,0,2,2,0,2,2,2,1,2,1,1,2,2,2,1,2
Glover Vito,273,NA,Oncology,2,1,2,2,0,0,1,1,1,0,2,0,0,2,1,0,1,1,2,1,1,0,0,0,2,2,0,1,2,2,2,1,1,2,1,0,2,2,0,1,1,0
John Garey,274,LPN,Pediatric,0,2,0,0,0,0,1,0,0,1,2,2,0,1,1,2,0,2,2,1,2,0,0,1,0,2,2,2,0,2,1,0,0,0,2,0,0,0,0,2,1,0
Ara Vernie,275,RN,Pediatric,1,1,2,2,0,2,0,1,0,1,2,2,2,2,0,0,0,0,2,1,2,2,1,2,0,2,0,2,2,1,1,2,0,1,0,1,1,2,0,0,2,2
Pete Barton,276,LPN,Pediatric,1,2,0,1,2,0,1,2,1,0,2,2,0,0,2,2,1,1,2,1,1,0,2,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0,2,2,2,1
Devan Arnoldo,277,LPN,Oncology,1,0,0,0,1,1,0,0,1,0,2,0,2,0,1,0,1,2,2,1,1,0,2,2,0,1,1,1,2,0,2,2,2,0,2,2,1,2,1,2,1,0
Lola Michael,278,LPN,Surgery,1,2,0,0,0,0,1,2,0,1,2,0,0,0,1,2,1,2,0,2,1,0,0,0,2,0,2,0,0,1,1,1,0,2,2,2,1,0,0,0,2,2
Abel Ophelia,279,NA,Pediatric,2,0,1,2,2,0,2,0,0,1,1,0,1,2,1,0,0,2,0,2,0,1,2,0,2,0,2,2,2,0,1,0,1,0,0,1,0,1,1,2,2,0
Denis Fernando,280,NA,Pediatric,0,2,1,1,2,2,0,1,0,2,2,0,2,0,0,2,2,2,2,1,0,2,2,2,1,2,1,1,1,0,2,2,2,1,2,1,2,0,0,1,2,0
Audie Lucretia,281,NA,Oncology,1,0,2,1,0,2,2,0,0,0,2,2,2,0,2,1,0,1,0,2,0,2,2,0,1,2,0,1,1,1,1,1,2,0,0,0,1,0,1,1,0,2
Courtney Aja,282,RN,Pediatric,2,2,2,0,2,1,0,1,2,0,2,0,0,1,0,2,0,2,0,0,2,2,2,2,1,0,2,0,0,0,1,1,2,2,1,2,1,1,1,2,0,1
Avery Julie,283,NA,Surgery,1,2,0,1,1,1,0,2,1,0,1,2,2,0,2,1,0,2,0,2,1,1,2,0,0,0,2,2,1,1,0,1,1,1,0,0,2,0,1,0,0,0
Geraldine Pierre,284,NA,Surgery,1,1,0,2,0,2,1,2,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,2,2,1,2,2,2,2,1,1,1,2,1,0,2,0,1,1,2,1
Lacy Oswald,285,NA,Surgery,2,2,2,0,2,2,2,0,1,1,2,2,2,0,2,2,0,2,0,0,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,2,0,0,2,0,0,1
Bobbie Evans,286,RN,Pediatric,1,2,0,0,2,2,0,2,2,1,2,1,0,0,1,0,2,2,2,2,2,1,1,1,1,1,1,0,1,2,1,0,2,0,1,2,1,0,0,2,1,0
Petra Glenna,287,NA,Surgery,0,2,1,0,1,1,2,1,2,1,2,0,2,0,2,2,2,1,1,0,0,2,1,0,2,1,2,0,2,1,2,1,1,1,0,2,1,1,2,2,1,2
Gaye Darion,288,LPN,Pediatric,1,0,0,2,1,1,2,1,2,0,0,0,2,1,0,1,1,1,2,0,1,1,2,0,1,0,0,0,2,0,1,1,2,1,0,1,1,0,0,1,0,1
Coby Christian,289,LPN,Oncology,1,0,0,0,0,1,1,1,2,1,0,2,2,1,2,0,0,0,2,0,2,0,2,2,0,0,0,2,0,2,1,2,2,2,2,1,2,1,0,1,1,2
Westley Ursula,290,RN,Oncology,1,0,2,1,2,2,1,2,1,0,1,2,0,2,2,2,1,1,0,0,0,1,1,0,0,2,1,2,0,0,1,1,1,2,0,2,0,2,2,0,0,1
Melina Nicolas,291,RN,Surgery,0,2,2,0,2,0,2,2,1,2,2,1,0,1,1,0,2,0,1,1,2,1,2,1,0,2,2,1,0,2,0,1,1,0,2,1,1,1,1,0,2,2
Elisha Tim,292,RN,Pediatric,0,2,2,2,0,0,1,1,2,1,1,0,1,1,2,1,1,0,2,1,1,1,0,2,0,1,2,2,1,0,0,1,0,1,2,1,1,1,1,1,2,1
Ora Brett,293,NA,Oncology,1,0,1,1,2,0,1,2,2,0,2,2,0,1,0,2,1,0,1,1,0,2,0,1,1,1,0,2,2,1,2,1,2,1,0,2,1,0,2,2,1,1
Jordan Tremayne,294,RN,Pediatric,1,2,2,1,2,2,0,2,1,2,1,1,0,1,2,0,2,1,1,1,0,2,2,1,2,2,2,0,2,1,1,1,2,1,2,2,1,0,1,1,2,2
Marie Madeline,295,RN,Surgery,2,0,2,2,0,0,1,1,2,1,2,0,1,0,2,0,2,0,1,2,1,1,1,0,2,0,2,1,0,0,2,2,2,1,2,2,0,0,0,2,2,0
Quinn Justine,296,NA,Pediatric,1,0,0,2,2,2,1,1,2,1,1,2,0,2,0,2,1,0,2,1,2,1,1,2,0,2,0,1,0,0,1,0,1,0,0,0,1,2,0,2,2,2
Clair Stefan,297,LPN,Pediatric,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,2,0,1,1,1,0,1,2,2,2,2,2,2,1,0,2,0,1,2,2,1,1
Natalia Herbert,298,RN,Oncology,0,2,0,0,0,2,1,2,2,2,0,1,0,1,2,0,0,1,2,0,1,1,1,0,2,2,0,2,1,2,2,2,0,1,0,2,1,1,1,2,0,1
Silvester Arturo,299,LPN,Pediatric,1,0,0,1,2,0,2,1,0,2,1,1,1,0,1,2,0,1,0,2,0,1,0,2,0,1,2,1,0,2,1,2,1,2,0,1,2,2,1,2,2,0
Roxane Ronnie,300,RN,Surgery,2,0,2,1,2,0,1,1,1,0,2,0,0,2,2,0,1,1,2,1,0,2,0,2,0,1,1,2,2,0,2,2,1,0,1,1,0,2,1,1,2,1
Malia Clifton,301,NA,Oncology,0,0,1,2,0,0,0,2,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,2,1,1,2,0,1,2,2,0,2,0,1,2,2,0,2,0
Theresa Nell,302,RN,Pediatric,2,0,2,1,0,2,1,0,2,2,1,0,1,1,0,1,2,2,2,2,0,1,1,2,2,2,2,1,0,2,2,0,0,2,2,2,2,0,2,2,1,2
Kelly Ken,303,LPN,Surgery,2,1,0,1,0,2,2,2,1,2,2,1,1,1,0,2,0,1,0,1,1,2,2,0,0,2,2,1,2,1,0,2,0,1,2,1,2,2,2,0,1,2
Verdie Polly,304,NA,Surgery,0,2,0,1,0,2,2,1,0,1,2,2,1,1,1,1,1,2,1,0,2,2,2,0,1,0,1,2,1,2,0,1,0,1,2,2,1,0,2,2,0,1
Brisa Catharine,305,RN,Oncology,1,1,0,1,1,1,1,0,0,0,2,2,1,2,0,2,2,1,0,1,2,2,2,0,0,1,1,0,1,1,0,0,2,0,0,0,0,1,1,1,2,1
Nola Jeri,306,NA,Pediatric,1,0,2,0,1,1,1,1,2,1,0,2,1,0,0,2,1,2,1,0,1,2,2,1,0,0,1,2,1,1,0,1,1,2,1,1,1,0,1,2,1,0
Celia Jamie,307,LPN,Oncology,2,0,2,0,2,0,0,0,2,0,2,2,1,1,2,1,1,0,1,2,1,1,1,1,2,2,0,0,0,1,2,2,0,2,1,0,0,1,1,0,2,0
Tracy Porfirio,308,NA,Surgery,0,2,2,0,1,0,0,0,0,1,2,2,2,1,1,2,0,2,0,2,2,0,2,1,1,2,1,0,0,2,2,2,0,0,2,2,2,0,2,2,1,1
Lincoln Samantha,309,RN,Pediatric,1,0,1,1,2,2,1,2,2,0,0,1,0,2,1,2,1,1,2,2,1,0,2,2,0,1,0,1,0,2,0,1,2,1,2,1,0,0,0,1,1,0
Georgiana Adan,310,RN,Pediatric,1,1,0,0,2,0,0,1,1,2,0,1,2,0,0,0,2,2,2,0,0,0,1,2,1,1,0,0,2,2,2,2,0,0,1,0,2,2,0,1,0,2
Barton John,311,RN,Pediatric,1,0,1,0,1,1,0,0,2,2,1,1,1,1,1,2,1,2,1,0,2,2,2,1,2,1,2,0,0,2,2,2,1,1,2,1,2,0,2,0,0,2
Maureen Celestine,312,RN,Surgery,2,1,2,0,2,1,0,0,1,2,0,0,1,2,0,0,1,0,2,2,2,0,0,1,1,2,0,0,1,0,2,0,1,2,1,1,2,1,1,1,1,0
Jon Guillermo,313,NA,Oncology,0,2,2,0,0,1,1,2,1,0,0,1,0,1,1,1,2,1,2,0,2,2,1,0,1,0,0,1,0,0,0,0,2,0,0,2,0,1,1,0,2,2
Norris Cleta,314,LPN,Surgery,1,2,1,1,2,0,1,2,1,2,0,0,0,1,2,0,1,2,0,0,2,2,0,2,1,1,2,2,1,1,1,1,0,1,2,1,2,2,2,2,0,2
Georgina Hudson,315,NA,Surgery,1,1,1,0,2,0,1,2,1,2,2,2,1,2,2,2,0,2,1,1,2,2,1,0,1,1,1,2,2,0,0,1,1,1,0,0,1,1,0,2,2,1
Franklyn Keegan,316,RN,Surgery,0,0,0,1,0,1,2,1,2,2,0,0,2,0,1,0,0,0,1,1,2,1,1,2,0,0,1,2,1,0,1,0,0,0,0,2,1,0,1,2,1,2
Linwood Christ,317,NA,Oncology,1,0,0,0,0,1,0,2,0,2,1,2,2,1,1,0,2,0,2,0,2,0,1,2,2,1,0,2,0,1,1,0,2,2,0,1,2,1,2,0,2,0
Chester Bridgett,318,NA,Oncology,0,1,1,0,2,0,2,0,2,2,1,2,0,0,0,2,2,2,0,1,0,1,2,2,2,0,1,0,1,1,0,1,2,1,2,0,1,0,1,1,2,1
Robert Shelby,319,LPN,Surgery,2,2,2,0,1,0,2,1,2,1,1,2,1,1,0,2,2,0,2,2,2,1,2,1,0,0,0,0,2,2,1,0,0,1,2,1,2,1,1,2,2,0
Meyer Zora,320,RN,Pediatric,1,1,0,0,0,2,0,2,1,1,0,0,2,0,2,1,0,1,0,1,0,2,0,1,0,0,0,1,1,2,1,2,1,2,0,1,2,1,2,0,2,1
Thurman Iesha,321,LPN,Oncology,0,1,1,2,2,1,1,2,2,0,2,2,1,1,1,2,1,0,0,2,2,0,0,1,1,2,0,2,2,0,0,0,0,1,0,0,2,2,1,1,0,1
Jackie Bertram,322,LPN,Oncology,2,1,2,1,2,2,1,0,0,2,0,0,1,0,0,2,1,2,0,0,2,1,0,0,2,2,0,2,1,0,1,0,1,2,0,0,2,1,0,0,2,1
Wendy Dianna,323,LPN,Surgery,1,2,2,2,0,0,0,0,2,1,2,2,1,2,0,0,1,0,1,0,2,1,2,0,1,0,1,0,2,1,1,1,2,1,1,1,0,2,1,1,1,0
Celeste Paula,324,LPN,Oncology,0,2,2,2,1,2,2,1,2,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2,2,0,2,2,1,0,1,1,1,1,0,0,0,0,1,0,0
Nita Robin,325,RN,Surgery,0,2,2,0,2,0,0,2,2,1,0,1,1,1,2,0,2,1,0,2,1,2,0,1,1,1,1,2,1,2,2,2,1,2,0,2,2,0,0,0,0,2
Mac Eleonora,326,NA,Oncology,0,1,1,1,0,1,0,2,1,2,2,2,0,0,0,2,1,0,1,2,1,0,1,0,1,2,1,2,0,1,1,1,2,0,0,2,2,2,1,1,2,1
Hank Shirley,327,NA,Pediatric,0,1,2,1,1,2,0,0,0,2,1,1,2,0,1,2,2,2,2,1,2,0,1,2,1,2,2,0,1,0,0,2,2,1,0,0,1,0,0,1,1,0
Pedro Franklyn,328,NA,Oncology,1,2,0,2,2,0,1,0,2,0,2,2,1,1,1,0,0,0,1,0,0,2,2,0,1,0,2,2,0,0,0,0,0,2,1,1,2,1,1,2,0,2
Cora Herman,329,NA,Pediatric,2,2,2,2,1,1,0,0,0,0,2,0,0,2,2,0,1,0,1,0,2,1,0,0,0,2,0,1,2,1,0,1,2,0,2,0,1,0,0,0,2,1
Kenton Stacy,330,LPN,Oncology,0,1,0,0,0,1,0,2,0,2,2,2,2,0,1,1,2,2,2,0,2,1,2,2,2,2,1,2,0,0,2,2,1,0,0,0,1,2,0,0,0,1
Carolina Dolores,331,NA,Pediatric,0,0,1,1,0,0,0,0,0,2,2,0,0,2,0,2,0,0,2,1,2,0,1,2,1,0,2,1,0,0,2,1,1,1,2,0,2,2,1,1,2,0
Dewitt Laura,332,LPN,Pediatric,2,2,0,2,1,1,2,2,0,2,2,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,2,2,0,1,0,1,2,0,2,2,1,1,1,2
Ernst Wilda,333,RN,Pediatric,1,2,0,0,0,2,1,2,2,2,1,0,0,2,2,2,0,2,2,2,0,2,2,2,2,2,0,0,0,1,0,2,2,2,2,2,0,0,2,0,2,1
Jewel Logan,334,LPN,Oncology,1,2,2,0,2,1,0,0,1,0,1,0,1,0,0,1,2,2,2,2,1,0,2,2,0,2,2,0,0,2,0,2,2,1,0,1,2,2,2,2,1,1
Ellen Willie,335,LPN,Surgery,1,0,1,1,1,0,1,2,2,0,0,1,0,0,0,0,2,2,2,2,1,2,2,2,0,0,0,2,0,2,1,0,0,0,1,2,0,1,2,0,2,2
Greg Seth,336,LPN,Pediatric,2,2,1,2,2,1,0,0,2,0,1,0,2,0,0,2,2,0,2,2,0,0,1,1,1,0,0,0,1,0,1,0,0,1,2,2,2,1,1,2,1,0
Theresa Rubye,337,NA,Oncology,1,1,0,2,1,2,0,0,2,1,1,1,2,0,1,0,2,1,1,2,1,1,0,2,0,2,0,1,1,0,1,2,0,1,1,0,0,2,1,0,2,2
Wally Juanita,338,NA,Surgery,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,2,0,0,1,2,1,2,1,2,1,0,2,0,2,2,2,1,1,2,1,0,2,1,2
Lue Luisa,339,NA,Surgery,0,0,0,0,2,1,0,2,2,2,0,1,0,1,2,2,2,1,1,1,0,2,0,2,1,1,1,0,2,0,0,1,1,2,2,0,1,0,1,1,0,0
Lloyd Blanch,340,RN,Surgery,1,0,2,0,0,1,2,0,1,0,1,0,0,0,0,1,2,1,0,2,0,2,2,0,0,2,2,0,2,1,2,1,1,1,1,2,0,2,1,1,0,1
Edith Celeste,341,NA,Oncology,2,2,1,0,0,1,0,0,1,1,2,0,0,0,1,1,1,1,2,0,2,2,0,0,1,1,2,1,0,1,0,1,2,2,1,2,2,2,0,0,1,0
Heidi Sheryl,342,NA,Pediatric,2,2,1,2,2,0,2,2,0,1,2,1,2,2,0,2,1,2,2,1,2,1,1,1,0,0,2,1,1,2,0,1,0,1,0,0,1,0,0,1,2,0
Cole Georgina,343,LPN,Oncology,1,0,1,2,1,1,0,2,1,0,2,0,2,1,2,0,2,2,2,0,1,0,0,2,0,1,0,0,2,0,0,2,1,1,2,0,0,2,1,0,2,2
Stevie Katharine,344,NA,Surgery,1,0,0,2,0,1,2,2,1,0,1,1,0,1,2,1,0,1,1,0,0,2,1,0,0,2,2,0,1,1,2,1,1,1,1,2,1,2,0,1,0,0
Harvey Neal,345,LPN,Oncology,2,1,1,0,2,2,1,0,1,2,0,2,0,2,1,2,0,1,0,2,0,1,2,2,1,1,1,1,2,0,1,0,1,1,1,0,1,2,1,0,0,1
Alex Vernice,346,NA,Pediatric,0,1,1,0,2,2,0,0,1,2,0,0,2,2,2,2,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,2,0,2,2,2,1,0,2
Lauretta Daisy,347,NA,Pediatric,1,0,2,2,1,2,2,2,1,2,2,2,0,0,0,0,1,2,0,0,0,1,0,0,2,2,1,1,1,1,2,0,2,0,1,1,1,0,1,0,2,1
Kaitlyn Fernando,348,RN,Oncology,1,1,0,2,0,1,1,2,0,0,1,2,1,2,0,0,0,2,1,0,0,1,0,1,1,1,1,2,0,0,0,2,1,1,1,2,1,2,2,0,2,1
Yoshiko Emerald,349,LPN,Oncology,0,2,0,2,1,1,0,0,1,0,1,0,1,2,2,0,0,0,1,2,2,2,2,1,0,2,0,1,2,1,1,2,0,0,0,0,2,0,2,1,2,2
Derick Mercedes,350,NA,Pediatric,2,0,0,2,1,2,1,2,2,1,0,2,0,1,1,0,1,1,0,1,2,2,1,1,1,0,0,2,2,2,2,1,1,2,2,1,0,0,0,2,0,0
Joanna Julianna,351,LPN,Oncology,1,2,0,2,0,1,2,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,0,2
Wendi Geneva,352,NA,Pediatric,2,1,1,1,0,1,0,1,2,1,1,0,0,2,0,1,0,2,0,1,1,0,0,2,2,0,1,2,0,2,0,2,2,2,1,1,1,1,0,1,1,2
Stuart Jackson,353,LPN,Surgery,1,1,2,1,2,0,2,2,1,2,1,2,2,0,1,2,2,1,1,1,0,2,0,2,0,1,1,0,0,2,0,0,0,2,0,0,1,1,1,1,0,2
Camilla Greta,354,RN,Pediatric,1,1,2,2,1,0,0,1,0,0,1,0,0,1,1,2,0,1,1,1,0,0,0,0,1,0,0,2,2,0,2,0,1,0,0,2,0,0,0,2,0,2
Addie Bradley,355,RN,Oncology,1,0,2,0,2,0,1,1,1,1,2,2,1,0,2,2,0,1,1,2,0,0,1,1,0,1,1,1,2,2,2,2,1,0,2,2,2,2,1,1,1,1
Mamie Emilia,356,LPN,Pediatric,0,0,0,1,0,2,2,2,0,0,1,2,1,2,2,1,2,2,0,0,1,1,1,2,0,0,2,0,0,0,1,0,1,0,0,2,2,0,2,0,0,2
Augustus Monika,357,NA,Surgery,2,1,0,1,1,1,0,2,1,1,0,2,2,1,1,2,0,2,0,0,2,2,1,1,1,2,2,2,1,2,0,1,2,0,0,2,0,0,2,2,1,0
Bruce Madison,358,RN,Pediatric,2,2,2,0,0,2,1,1,2,1,0,2,0,0,0,1,1,2,2,1,0,2,1,0,0,2,0,2,1,1,1,2,1,1,0,1,1,0,1,2,1,2
Fairy Darian,359,RN,Pediatric,0,0,0,1,2,0,2,1,2,2,1,0,2,0,0,0,2,1,0,2,0,1,1,2,2,2,2,1,1,1,2,2,0,0,2,0,2,0,1,0,0,0
Elijah Rashida,360,LPN,Surgery,2,1,1,2,0,1,2,2,0,0,1,2,2,2,1,1,0,2,0,0,1,2,0,0,1,2,2,0,2,0,0,0,0,2,0,0,1,0,0,2,1,1
Malaki Abbie,361,RN,Oncology,0,0,1,0,0,2,2,2,2,0,1,0,2,0,0,0,1,2,1,0,2,0,2,0,2,1,2,1,0,0,2,2,2,0,0,0,0,2,1,0,1,1
Cleo Willard,362,LPN,Pediatric,2,1,0,2,0,0,2,1,2,1,0,1,1,2,0,2,0,1,0,1,0,0,2,0,2,0,2,2,1,1,1,0,0,0,1,1,2,2,2,2,2,1
Levi Almon,363,LPN,Surgery,1,1,1,2,2,2,2,2,2,2,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,0,2
Gary Muriel,364,NA,Oncology,0,2,0,0,1,1,0,0,0,2,0,1,2,1,1,0,1,1,2,2,1,2,2,0,1,1,1,0,0,2,0,2,1,1,0,0,0,2,1,1,1,1
Ida Maryjane,365,RN,Pediatric,2,0,0,1,2,0,0,1,0,0,1,2,0,2,0,1,2,0,0,2,1,0,1,2,2,0,1,2,0,2,1,1,2,0,0,1,1,1,2,1,2,0
Ramiro Sylvia,366,RN,Surgery,1,2,0,2,0,0,1,1,0,0,2,0,0,2,1,1,0,2,1,1,0,0,2,0,1,2,0,2,1,0,0,2,0,0,2,0,2,0,2,1,2,1
Tyshawn Enola,367,NA,Pediatric,0,0,1,0,2,2,2,2,0,1,2,2,2,2,2,2,1,0,2,2,1,1,0,0,1,2,1,2,0,1,2,1,0,0,2,2,1,1,0,1,1,2
Valentin Loren,368,RN,Oncology,2,2,0,0,0,1,1,2,2,1,1,1,2,1,0,0,1,0,1,2,1,0,2,2,2,0,0,1,0,2,1,2,2,1,1,1,0,2,0,1,0,2
Reuben Daniel,369,LPN,Pediatric,2,1,2,1,0,2,1,2,1,1,1,1,2,1,1,0,1,1,2,1,0,2,0,0,2,2,1,2,2,0,0,1,1,0,0,1,2,0,1,1,2,2
Tressie India,370,NA,Pediatric,2,2,1,1,1,0,0,0,1,1,2,2,2,0,1,1,0,2,1,0,0,0,1,2,2,2,0,0,2,1,2,0,0,1,2,0,0,0,0,2,0,0
Meg Denver,371,RN,Surgery,0,0,1,1,0,1,1,2,0,0,0,2,1,2,0,2,0,0,2,1,2,0,1,2,0,2,2,0,1,2,2,0,1,2,0,0,2,2,1,2,0,0
Isabel Ramona,372,NA,Pediatric,2,2,2,2,0,0,0,2,2,2,0,1,1,0,1,1,2,0,2,1,2,0,2,1,2,2,0,0,2,2,2,1,1,1,0,2,0,2,0,1,2,2
Louise Olga,373,LPN,Oncology,1,2,0,2,2,2,0,0,2,0,1,1,2,1,1,0,1,1,0,1,1,2,1,1,0,0,2,2,0,0,0,1,2,2,2,2,1,0,2,2,2,0
Odelia Archie,374,NA,Surgery,2,1,0,1,1,1,2,2,0,0,2,2,1,0,1,0,0,0,1,2,0,1,1,1,2,1,2,1,2,1,0,1,2,2,0,0,0,1,1,2,1,1
Francisca Taylor,375,NA,Pediatric,1,2,0,2,1,1,1,0,2,0,0,2,0,2,0,2,2,0,0,0,1,1,2,1,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,2,2
Nikki Tasha,376,RN,Pediatric,0,1,1,2,0,0,0,0,2,0,2,1,1,0,1,0,2,0,0,1,0,2,1,2,2,2,1,0,2,0,0,1,1,1,1,2,2,2,2,1,1,2
Lyman Jessie,377,NA,Pediatric,2,1,1,1,2,2,1,0,0,1,1,2,2,0,2,2,0,1,1,0,2,0,1,2,2,1,0,2,0,1,1,2,0,0,1,0,2,0,0,0,0,1
Olivia Marcia,378,RN,Oncology,0,1,2,2,0,2,0,0,2,0,0,1,2,1,0,1,2,2,2,0,2,0,2,2,0,0,0,2,1,1,1,0,1,0,0,1,2,1,0,1,1,0
Gerri Ramona,379,NA,Oncology,1,2,1,2,0,0,1,0,1,2,2,2,2,1,1,1,1,1,1,2,0,2,0,1,2,1,0,2,0,1,1,2,2,2,2,2,2,2,2,0,1,2
Dan Jettie,380,NA,Oncology,1,1,1,1,1,2,1,0,0,0,1,1,2,0,1,2,2,2,0,1,1,0,2,2,1,2,1,1,1,2,1,0,2,0,2,0,1,2,1,2,0,1
Elois Brigitte,381,RN,Surgery,1,0,1,1,2,0,2,2,1,2,2,0,2,2,1,0,2,2,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,2,1,0,1,1,1,1,2,1
Deion Richard,382,NA,Surgery,1,0,0,1,2,2,0,0,0,1,1,2,0,2,2,1,2,0,0,1,2,1,1,1,1,2,0,2,2,0,0,0,0,1,1,2,2,0,2,2,1,0
Curtiss Colten,383,RN,Pediatric,1,0,1,2,0,2,0,2,0,1,0,2,0,1,2,1,2,0,0,1,0,1,0,2,0,0,2,2,1,2,1,1,2,2,2,1,1,2,0,2,0,0
Cherie Ernestine,384,NA,Surgery,2,1,2,1,2,1,0,1,0,0,1,0,1,1,2,2,2,1,1,0,2,1,1,1,0,1,2,0,2,1,2,2,2,2,2,0,0,0,1,1,0,1
Anya Antonio,385,RN,Oncology,2,1,2,2,2,2,1,0,0,0,1,0,1,2,0,0,0,1,0,2,1,1,0,2,2,0,2,1,0,1,1,0,2,1,2,1,2,2,1,2,0,0
Madison Willow,386,NA,Pediatric,1,1,2,2,1,2,0,1,1,2,0,2,1,1,2,1,1,0,1,0,1,0,0,1,2,2,0,0,0,2,2,2,0,2,1,0,0,2,0,0,2,1
Loretta Alana,387,RN,Surgery,0,2,0,1,0,1,2,2,2,1,2,2,1,0,2,1,1,2,1,0,1,0,0,0,1,1,0,2,1,2,2,0,2,0,1,0,1,2,2,0,1,0
Ora Dee,388,RN,Pediatric,2,2,1,1,0,2,0,2,0,1,1,0,0,0,1,1,2,2,1,0,2,0,0,0,2,0,1,1,1,0,2,1,1,0,0,0,1,2,2,2,0,1
Elbert Lucious,389,LPN,Surgery,2,0,1,0,2,1,0,0,1,1,1,2,0,2,0,1,2,2,0,1,1,2,0,0,0,0,2,0,2,1,0,1,0,2,1,2,2,2,2,2,0,0
Damon Elizebeth,390,LPN,Pediatric,0,2,0,0,0,2,1,0,1,0,2,1,0,0,1,0,1,2,2,1,2,2,2,2,1,1,0,2,2,2,0,0,1,2,1,2,1,0,0,1,0,2
Dayana Diego,391,RN,Pediatric,0,1,0,1,2,2,1,0,1,0,0,2,2,0,1,2,1,0,1,1,2,1,1,2,2,0,1,0,0,2,2,1,0,1,2,2,0,2,0,2,0,1
Reese Brady,392,NA,Surgery,2,1,0,2,1,1,2,2,2,1,1,2,2,2,0,2,2,2,1,0,2,0,2,1,0,1,2,1,0,1,0,2,2,1,1,1,2,2,0,1,1,1
Earlean Ezra,393,RN,Surgery,2,2,1,1,2,1,2,0,1,1,0,2,1,0,0,2,0,2,1,1,0,0,2,1,0,2,0,1,0,0,0,0,1,0,1,0,2,0,2,0,2,1
Claud Erich,394,LPN,Surgery,0,2,1,1,0,2,1,1,0,2,0,1,2,1,1,2,2,1,1,2,2,0,0,0,1,2,1,1,1,2,1,2,2,0,0,0,1,2,1,0,2,2
Greyson June,395,NA,Pediatric,2,0,0,0,2,0,2,0,1,2,0,0,1,0,2,0,2,2,0,1,2,0,1,1,1,0,1,0,0,2,0,2,2,0,2,2,1,2,2,2,2,0
Artie Roscoe,396,RN,Oncology,1,0,2,0,0,1,2,2,2,1,2,0,1,2,0,0,1,1,0,0,1,0,2,2,2,0,2,2,1,1,0,2,1,1,1,1,2,0,2,2,1,2
Elmira Anderson,397,NA,Oncology,1,1,2,1,1,0,2,0,1,1,0,1,0,1,0,2,2,2,0,0,2,2,0,2,0,0,2,2,0,1,0,1,1,0,1,0,0,2,2,0,1,2
Adelle Casey,398,NA,Surgery,0,0,2,1,0,2,2,0,2,1,0,0,1,0,0,2,0,0,0,2,1,0,0,0,1,1,2,0,1,0,1,2,0,1,1,2,1,2,2,2,0,2
Pamala Vern,399,NA,Pediatric,1,1,2,1,1,1,0,1,2,0,1,1,1,2,2,2,0,2,0,2,1,2,2,0,2,0,2,2,1,0,2,1,2,1,0,2,1,0,0,1,1,2
Kiyoko Lester,400,RN,Surgery,1,0,0,0,1,1,0,1,1,1,2,2,2,1,0,0,1,0,2,1,2,2,1,0,1,2,2,2,2,1,0,2,2,2,1,2,2,1,0,0,1,2
Willie Adison,401,RN,Pediatric,1,0,1,2,1,0,2,2,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,2,0,1,0,2,0,0,2,1,1,1,0,1,0,0,2,0,0
